age,work class,education,eduction num years,marital status,job title,native country,label
53, ?, HS-grad,9, Never-married, ?, United-States, <=50K
20, Private, Some-college,10, Never-married, Sales, United-States, <=50K
31, Local-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
28, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Tech-support, United-States, >50K
21, Private, Some-college,10, Never-married, Prof-specialty, United-States, <=50K
41, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
30, Private, Bachelors,13, Never-married, Exec-managerial, United-States, >50K
66, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
37, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
74, State-gov, 7th-8th,4, Widowed, Handlers-cleaners, United-States, <=50K
46, State-gov, Some-college,10, Married-civ-spouse, Protective-serv, United-States, >50K
51, Private, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
30, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Mexico, <=50K
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
49, Private, Bachelors,13, Divorced, Exec-managerial, United-States, <=50K
53, Private, HS-grad,9, Divorced, Craft-repair, United-States, <=50K
24, Private, Assoc-voc,11, Never-married, Machine-op-inspct, United-States, <=50K
54, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
32, Private, Some-college,10, Never-married, Craft-repair, United-States, <=50K
45, Private, Some-college,10, Married-civ-spouse, Sales, United-States, <=50K
46, Self-emp-inc, HS-grad,9, Married-spouse-absent, Farming-fishing, United-States, <=50K
37, State-gov, Some-college,10, Divorced, Other-service, United-States, <=50K
48, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
25, Private, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
28, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
44, ?, 12th,8, Separated, ?, Puerto-Rico, <=50K
58, ?, Some-college,10, Married-civ-spouse, ?, United-States, <=50K
27, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
69, Private, HS-grad,9, Widowed, Adm-clerical, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
47, Private, 12th,8, Never-married, Adm-clerical, United-States, <=50K
30, Self-emp-not-inc, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
46, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
27, Private, Prof-school,15, Never-married, Prof-specialty, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, United-States, <=50K
18, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, United-States, <=50K
24, Private, 11th,7, Married-civ-spouse, Craft-repair, United-States, >50K
32, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
19, Private, Preschool,1, Never-married, Farming-fishing, Hong, <=50K
28, Private, Some-college,10, Never-married, Handlers-cleaners, United-States, <=50K
39, Local-gov, Masters,14, Never-married, Prof-specialty, United-States, <=50K
38, Self-emp-not-inc, Some-college,10, Separated, Sales, Japan, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, >50K
46, Private, 9th,5, Separated, Machine-op-inspct, Ireland, <=50K
53, Private, Some-college,10, Widowed, Exec-managerial, United-States, <=50K
21, Private, Assoc-acdm,12, Never-married, Handlers-cleaners, United-States, <=50K
48, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, >50K
30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
24, Private, HS-grad,9, Never-married, Adm-clerical, Jamaica, <=50K
32, Private, 10th,6, Never-married, Craft-repair, United-States, <=50K
30, Private, HS-grad,9, Divorced, Other-service, United-States, <=50K
57, State-gov, Doctorate,16, Divorced, Prof-specialty, United-States, <=50K
56, Private, 7th-8th,4, Never-married, Adm-clerical, United-States, <=50K
27, Private, HS-grad,9, Never-married, Exec-managerial, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Iran, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
61, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, >50K
49, Private, Assoc-voc,11, Divorced, Tech-support, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
50, Self-emp-inc, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
43, Private, Bachelors,13, Married-civ-spouse, Craft-repair, United-States, >50K
34, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
28, Private, 11th,7, Married-civ-spouse, Craft-repair, United-States, <=50K
31, Private, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
55, Private, HS-grad,9, Widowed, Machine-op-inspct, United-States, <=50K
26, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
51, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, United-States, >50K
35, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
42, Private, Assoc-acdm,12, Married-spouse-absent, Exec-managerial, Laos, <=50K
63, ?, Doctorate,16, Married-civ-spouse, ?, United-States, <=50K
31, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
22, Local-gov, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
67, Private, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
50, ?, 9th,5, Married-civ-spouse, ?, United-States, <=50K
63, Private, HS-grad,9, Widowed, Other-service, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
17, Private, 11th,7, Never-married, Prof-specialty, United-States, <=50K
41, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
53, Local-gov, 7th-8th,4, Married-civ-spouse, Transport-moving, United-States, <=50K
44, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, United-States, <=50K
24, Private, Bachelors,13, Never-married, Farming-fishing, United-States, <=50K
35, Private, Assoc-voc,11, Divorced, Tech-support, United-States, <=50K
61, Private, Some-college,10, Married-civ-spouse, Tech-support, United-States, >50K
31, Private, Assoc-acdm,12, Never-married, Prof-specialty, Philippines, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Tech-support, United-States, >50K
56, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
66, Private, Assoc-acdm,12, Divorced, Adm-clerical, United-States, <=50K
45, Private, Some-college,10, Married-civ-spouse, Craft-repair, Vietnam, <=50K
69, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
64, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, >50K
43, Local-gov, Some-college,10, Separated, Craft-repair, United-States, <=50K
37, Private, HS-grad,9, Divorced, Craft-repair, United-States, <=50K
19, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
59, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, <=50K
50, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, United-States, <=50K
33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
56, Private, Some-college,10, Married-civ-spouse, Tech-support, United-States, >50K
28, Private, Assoc-voc,11, Married-civ-spouse, Sales, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, United-States, <=50K
42, Private, Masters,14, Married-civ-spouse, Sales, ?, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
19, Private, 11th,7, Never-married, Sales, United-States, <=50K
68, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, >50K
28, Private, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
81, ?, Some-college,10, Widowed, ?, United-States, <=50K
22, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
58, Private, Assoc-acdm,12, Divorced, Adm-clerical, United-States, <=50K
31, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
17, Local-gov, 11th,7, Never-married, Protective-serv, United-States, <=50K
25, Private, Some-college,10, Never-married, Transport-moving, United-States, >50K
23, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
25, Private, 12th,8, Never-married, Other-service, United-States, <=50K
47, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
44, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
46, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, United-States, >50K
38, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, United-States, <=50K
23, Private, HS-grad,9, Never-married, Machine-op-inspct, United-States, <=50K
34, Private, Bachelors,13, Married-spouse-absent, Prof-specialty, United-States, <=50K
33, Private, HS-grad,9, Never-married, Craft-repair, United-States, >50K
38, Private, HS-grad,9, Widowed, Other-service, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, United-States, <=50K
50, Private, HS-grad,9, Divorced, Sales, United-States, <=50K
38, Private, Bachelors,13, Never-married, Sales, United-States, >50K
35, Private, Bachelors,13, Married-civ-spouse, Other-service, United-States, <=50K
67, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, United-States, >50K
60, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
44, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
38, Self-emp-not-inc, HS-grad,9, Divorced, Farming-fishing, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, United-States, >50K
65, Private, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
33, Private, Assoc-acdm,12, Never-married, Adm-clerical, United-States, <=50K
29, ?, HS-grad,9, Never-married, ?, United-States, <=50K
18, Private, 11th,7, Never-married, Sales, United-States, <=50K
43, Private, Prof-school,15, Divorced, Exec-managerial, United-States, <=50K
42, Private, Assoc-voc,11, Divorced, Exec-managerial, United-States, <=50K
42, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
36, Private, Assoc-acdm,12, Never-married, Tech-support, United-States, <=50K
41, State-gov, Bachelors,13, Married-civ-spouse, Farming-fishing, United-States, >50K
30, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
21, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
33, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
19, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
35, Private, HS-grad,9, Divorced, Transport-moving, United-States, <=50K
43, Private, HS-grad,9, Divorced, Tech-support, United-States, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
25, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
39, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
26, Private, HS-grad,9, Never-married, Handlers-cleaners, United-States, <=50K
60, Private, Masters,14, Married-civ-spouse, Transport-moving, United-States, <=50K
52, Local-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, United-States, >50K
22, Private, 12th,8, Never-married, Transport-moving, United-States, <=50K
23, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
34, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
38, Private, HS-grad,9, Never-married, Prof-specialty, United-States, <=50K
56, Self-emp-not-inc, Masters,14, Married-civ-spouse, Exec-managerial, United-States, <=50K
55, Federal-gov, HS-grad,9, Divorced, Adm-clerical, United-States, <=50K
40, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
23, Private, Some-college,10, Never-married, Machine-op-inspct, United-States, <=50K
39, Private, Bachelors,13, Divorced, Adm-clerical, United-States, <=50K
24, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, <=50K
51, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
47, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Cuba, >50K
25, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
34, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
18, Private, 11th,7, Never-married, Sales, United-States, <=50K
19, Private, Some-college,10, Never-married, Exec-managerial, United-States, <=50K
32, Private, Some-college,10, Divorced, Craft-repair, United-States, <=50K
49, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
40, ?, 7th-8th,4, Separated, ?, United-States, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
71, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, United-States, >50K
59, Private, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
25, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Ireland, <=50K
17, Private, 11th,7, Never-married, Handlers-cleaners, United-States, <=50K
57, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
17, Self-emp-not-inc, 12th,8, Never-married, Handlers-cleaners, United-States, <=50K
27, Private, Bachelors,13, Never-married, Tech-support, Philippines, <=50K
41, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, United-States, <=50K
62, ?, Doctorate,16, Married-civ-spouse, ?, United-States, >50K
19, Private, 11th,7, Never-married, Sales, United-States, <=50K
41, Private, 5th-6th,3, Divorced, Other-service, Puerto-Rico, <=50K
39, Private, Bachelors,13, Never-married, Exec-managerial, United-States, >50K
30, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, United-States, >50K
18, Private, 11th,7, Never-married, Adm-clerical, United-States, <=50K
40, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
38, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Cuba, >50K
24, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
51, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
43, Private, 7th-8th,4, Married-civ-spouse, Craft-repair, United-States, <=50K
34, Private, Prof-school,15, Never-married, Exec-managerial, United-States, <=50K
41, Private, Assoc-voc,11, Separated, Craft-repair, United-States, <=50K
51, Self-emp-inc, Prof-school,15, Divorced, Prof-specialty, United-States, >50K
25, Private, HS-grad,9, Never-married, Craft-repair, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
61, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, United-States, <=50K
35, Private, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
42, Local-gov, Masters,14, Divorced, Prof-specialty, United-States, <=50K
26, Local-gov, HS-grad,9, Never-married, Other-service, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
39, State-gov, Bachelors,13, Never-married, Prof-specialty, United-States, >50K
18, ?, 10th,6, Never-married, ?, United-States, <=50K
29, Private, Some-college,10, Never-married, Sales, United-States, <=50K
39, Private, Some-college,10, Married-spouse-absent, Craft-repair, United-States, >50K
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
40, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
43, State-gov, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
32, Private, HS-grad,9, Divorced, Handlers-cleaners, United-States, <=50K
31, Private, 10th,6, Divorced, Sales, United-States, <=50K
19, ?, Some-college,10, Never-married, ?, United-States, <=50K
44, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, United-States, >50K
46, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, United-States, >50K
53, Self-emp-not-inc, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, <=50K
41, State-gov, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
35, Private, HS-grad,9, Widowed, Other-service, United-States, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, <=50K
28, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, United-States, <=50K
44, Private, Bachelors,13, Widowed, Prof-specialty, United-States, <=50K
20, ?, Some-college,10, Never-married, ?, United-States, <=50K
51, Local-gov, Prof-school,15, Widowed, Prof-specialty, United-States, <=50K
28, Private, HS-grad,9, Never-married, Transport-moving, United-States, <=50K
36, Private, Bachelors,13, Never-married, Craft-repair, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Other-service, United-States, <=50K
21, Private, Some-college,10, Never-married, Sales, United-States, <=50K
34, ?, Bachelors,13, Married-civ-spouse, ?, United-States, <=50K
36, Local-gov, Some-college,10, Married-civ-spouse, Craft-repair, United-States, <=50K
25, ?, Assoc-acdm,12, Never-married, ?, United-States, <=50K
31, Private, HS-grad,9, Never-married, Prof-specialty, United-States, <=50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, United-States, <=50K
49, Local-gov, 11th,7, Divorced, Handlers-cleaners, United-States, <=50K
40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
64, Federal-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, China, >50K
54, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
27, Private, Some-college,10, Married-civ-spouse, Sales, South, <=50K
18, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
68, Private, 9th,5, Married-civ-spouse, Craft-repair, United-States, <=50K
64, Private, Doctorate,16, Widowed, Prof-specialty, United-States, >50K
36, Private, HS-grad,9, Married-civ-spouse, Transport-moving, United-States, <=50K
21, Private, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
22, Private, Some-college,10, Never-married, Craft-repair, United-States, <=50K
61, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
24, Private, Some-college,10, Never-married, Sales, Greece, <=50K
49, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
25, Private, Some-college,10, Separated, Priv-house-serv, El-Salvador, <=50K
66, ?, HS-grad,9, Married-civ-spouse, ?, United-States, <=50K
29, Private, Some-college,10, Never-married, Prof-specialty, United-States, <=50K
22, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
57, Federal-gov, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, <=50K
41, Private, Bachelors,13, Never-married, Prof-specialty, United-States, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, >50K
20, Private, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
47, Private, Prof-school,15, Married-civ-spouse, Sales, United-States, >50K
22, Private, HS-grad,9, Never-married, Exec-managerial, United-States, <=50K
59, Self-emp-inc, Assoc-voc,11, Divorced, Prof-specialty, United-States, >50K
42, State-gov, Masters,14, Married-civ-spouse, Adm-clerical, United-States, >50K
64, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, United-States, <=50K
29, Federal-gov, HS-grad,9, Married-spouse-absent, Other-service, United-States, <=50K
25, State-gov, Some-college,10, Never-married, Craft-repair, United-States, <=50K
62, Private, Some-college,10, Divorced, Exec-managerial, United-States, <=50K
44, Private, Masters,14, Divorced, Exec-managerial, United-States, >50K
21, Private, HS-grad,9, Separated, Other-service, United-States, <=50K
60, Private, Some-college,10, Married-civ-spouse, Prof-specialty, United-States, >50K
46, Private, 10th,6, Divorced, Machine-op-inspct, United-States, <=50K
44, Federal-gov, Bachelors,13, Divorced, Tech-support, United-States, >50K
21, Private, HS-grad,9, Never-married, Other-service, United-States, <=50K
18, Private, 11th,7, Never-married, Handlers-cleaners, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, <=50K
33, Private, Masters,14, Married-civ-spouse, Prof-specialty, United-States, >50K
63, Private, 1st-4th,2, Divorced, Transport-moving, United-States, <=50K
52, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, United-States, >50K
17, Private, 9th,5, Never-married, Sales, United-States, <=50K
45, Self-emp-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
31, Private, HS-grad,9, Never-married, Sales, United-States, <=50K
35, Private, Some-college,10, Married-civ-spouse, Tech-support, United-States, <=50K
31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, United-States, >50K
51, State-gov, Some-college,10, Divorced, Prof-specialty, United-States, <=50K
48, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
42, Federal-gov, HS-grad,9, Married-civ-spouse, Transport-moving, ?, <=50K
38, Private, Some-college,10, Divorced, Adm-clerical, Columbia, <=50K
43, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
30, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
24, Private, 12th,8, Never-married, Sales, United-States, <=50K
46, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
50, Private, 10th,6, Married-civ-spouse, Transport-moving, United-States, <=50K
22, Private, HS-grad,9, Separated, Other-service, United-States, <=50K
18, State-gov, HS-grad,9, Never-married, Adm-clerical, United-States, <=50K
53, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
40, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, United-States, >50K
36, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
39, Private, HS-grad,9, Never-married, Farming-fishing, United-States, <=50K
46, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
26, Local-gov, Bachelors,13, Never-married, Adm-clerical, United-States, <=50K
19, Private, Some-college,10, Never-married, Sales, United-States, <=50K
24, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Ecuador, <=50K
28, Private, Masters,14, Never-married, Prof-specialty, United-States, <=50K
25, Local-gov, Masters,14, Never-married, Prof-specialty, United-States, <=50K
44, Private, Some-college,10, Married-civ-spouse, Exec-managerial, United-States, >50K
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Nicaragua, <=50K
42, State-gov, Masters,14, Divorced, Exec-managerial, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
36, Private, Bachelors,13, Never-married, Exec-managerial, ?, <=50K
47, Private, Bachelors,13, Never-married, Sales, United-States, >50K
46, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Guatemala, <=50K
21, Local-gov, Some-college,10, Never-married, Adm-clerical, Mexico, <=50K
19, ?, HS-grad,9, Never-married, ?, United-States, <=50K
35, Private, Bachelors,13, Never-married, Exec-managerial, United-States, <=50K
26, Private, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, United-States, <=50K
67, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Farming-fishing, United-States, <=50K
54, Private, HS-grad,9, Never-married, Exec-managerial, United-States, >50K
26, Private, Masters,14, Never-married, Tech-support, United-States, <=50K
51, Private, Bachelors,13, Divorced, Prof-specialty, United-States, <=50K
27, Private, Some-college,10, Divorced, Craft-repair, United-States, <=50K
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, ?, >50K
39, Private, Some-college,10, Divorced, Machine-op-inspct, United-States, <=50K
32, Private, Bachelors,13, Divorced, Exec-managerial, United-States, >50K
52, Private, HS-grad,9, Separated, Craft-repair, United-States, <=50K
21, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
27, Local-gov, HS-grad,9, Never-married, Protective-serv, United-States, <=50K
46, Private, 7th-8th,4, Married-spouse-absent, Transport-moving, United-States, <=50K
42, Private, Assoc-voc,11, Married-civ-spouse, Other-service, United-States, <=50K
79, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
50, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, United-States, >50K
19, ?, HS-grad,9, Never-married, ?, United-States, <=50K
43, Federal-gov, Some-college,10, Never-married, Adm-clerical, United-States, <=50K
51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, United-States, <=50K
45, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, >50K
65, Private, HS-grad,9, Separated, Protective-serv, United-States, <=50K
66, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
36, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Farming-fishing, United-States, <=50K
26, Private, Assoc-acdm,12, Never-married, Prof-specialty, United-States, <=50K
28, Private, Some-college,10, Never-married, Sales, United-States, <=50K
39, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, United-States, >50K
43, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Mexico, <=50K
29, Private, Some-college,10, Divorced, Tech-support, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, >50K
44, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, United-States, <=50K
18, ?, Some-college,10, Never-married, ?, United-States, <=50K
60, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Sales, United-States, >50K
60, Private, HS-grad,9, Widowed, Handlers-cleaners, United-States, <=50K
38, Private, 11th,7, Divorced, Sales, United-States, <=50K
29, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, United-States, <=50K
41, Private, Some-college,10, Never-married, Craft-repair, United-States, <=50K
49, Private, Bachelors,13, Divorced, Exec-managerial, United-States, <=50K
37, Private, 5th-6th,3, Separated, Other-service, Mexico, <=50K
37, Self-emp-not-inc, Doctorate,16, Never-married, Prof-specialty, United-States, >50K
43, Private, Some-college,10, Married-civ-spouse, Sales, United-States, >50K
41, Private, Masters,14, Widowed, Prof-specialty, United-States, <=50K
37, Private, HS-grad,9, Divorced, Other-service, ?, <=50K
19, Private, 9th,5, Never-married, Craft-repair, United-States, <=50K
29, Private, Some-college,10, Married-civ-spouse, Transport-moving, United-States, <=50K
40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, United-States, <=50K
53, Private, 7th-8th,4, Married-civ-spouse, Exec-managerial, United-States, >50K
27, Private, Bachelors,13, Married-civ-spouse, Sales, United-States, <=50K
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, England, >50K
